Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	812.95	742.5	26.9999	24.4859	0.5659	8.5608	5.8978	0.7578	0.7455	82.7455	0.1961	1.1897	0.3722	0.8176	0.1282	14.2302	0.1118	0.3742	-0.0429	0.417
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	415.75	743	23.0366	20.2172	0.7082	7.1602	5.0644	0.7788	0.5788	58.4629	0.1401	0.827	0.272	0.555	0.0897	9.0623	0.0353	0.1663	0.0084	0.158
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	752.75	742	32.9448	25.1678	0.6536	9.9076	4.8688	0.9123	0.5432	73.8802	0.1292	0.7949	0.2772	0.5177	0.0914	12.4368	0.0361	0.1789	0.0148	0.164
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	318.95	743.400000000001	27.9907	20.9231	0.8035	7.1901	5.7519	0.3509	0.587	68.6797	0.1002	0.7857	0.4092	0.3765	0.0516	6.0347	0.0275	0.1115	-0.0415	0.153
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	563.95	742.5	28.2384	20.6764	0.83	7.3515	4.9017	0.7583	0.4488	52.9544	0.0789	0.5806	0.2372	0.3434	0.1083	12.7774	0.0446	0.2414	0.0248	0.2166
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	456.35	743	18.5779	17.371	0.7737	5.9096	4.9462	0.3012	0.5692	45.5372	0.134	0.9076	0.3058	0.6018	0.1472	11.772	0.0824	0.3983	0.029	0.3692
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	590.75	743	15.11	15.5747	0.7828	6.3766	3.0493	0.8796	0.5817	37.8078	0.1104	0.7712	0.3541	0.4171	0.1084	7.0478	0.0341	0.1889	0.0258	0.163
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	599.95	743.900000000001	40.8714	23.3988	0.9381	8.1276	6.6476	0.5822	0.6456	104.5937	0.1183	0.9989	0.3881	0.6108	0.09	14.5772	0.0389	0.1814	-0.0368	0.2182
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	274.35	745.1	42.3576	28.3385	0.6628	9.4968	7.2293	0.685	0.496	83.8181	0.0703	0.661	0.264	0.397	0.0528	8.9267	0.0285	0.1306	-0.0322	0.1628
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	359.15	747.800000000001	55.486	37.9357	0.4845	15.002	5.7263	0.9603	0.6244	141.1056	0.1334	0.9991	0.3001	0.699	0.076	17.1675	0.0335	0.1647	-0.1045	0.2692
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	386.15	743.6	14.1192	13.664	0.9503	4.9556	3.4772	0.7076	0.5171	31.5427	0.0969	0.7107	0.348	0.3628	0.0614	3.7432	0.0158	0.0875	0.0163	0.0712
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	338.35	746.1	28.9815	26.1355	0.5332	10.9788	4.3337	0.9296	0.5985	71.8182	0.1933	0.9198	0.1677	0.7521	0.1142	13.7031	0.093	0.4444	-0.0307	0.4751
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	227.35	748.300000000001	40.1283	31.1245	0.5205	12.3053	5.6926	0.8721	0.6378	108.4214	0.1351	0.8844	0.2808	0.6036	0.0486	8.2575	0.0317	0.1122	-0.0652	0.1774
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	610.95	745.6	42.6053	28.7731	0.6467	10.4223	6.0158	0.8451	0.636	111.9418	0.1118	0.8723	0.3807	0.4916	0.0549	9.6666	0.0258	0.136	-0.0287	0.1647
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	438.15	747.200000000001	32.6971	21.5869	0.8817	8.0751	5.7479	0.6992	0.8209	111.6395	0.1133	1.1019	0.5086	0.5933	0.1791	24.3605	0.0661	0.295	0.0605	0.2345
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	785.05	745.900000000001	16.3485	15.9848	0.804	5.9987	3.7531	0.8086	0.6078	41.9408	0.1285	0.9021	0.4097	0.4924	0.1091	7.5246	0.049	0.2291	0.0176	0.2114
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	239.35	747	10.1559	14.8625	0.5778	5.9756	2.5108	0.9173	0.4539	21.7856	0.0818	0.6166	0.2286	0.388	0.1712	8.2198	0.1115	0.4561	0.0457	0.4104
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	304.35	748.6	37.8989	23.913	0.8329	8.4113	6.5385	0.5358	0.5892	91.9163	0.09	0.792	0.3976	0.3944	0.0516	8.0569	0.0225	0.1023	-0.0325	0.1348
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	391.25	747.6	22.2935	17.7631	0.8879	6.4595	4.4112	0.7094	0.6376	58.0207	0.1192	0.8471	0.3682	0.4789	0.0685	6.2353	0.0361	0.1683	-0.0106	0.1789
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	426.05	750.900000000001	52.5135	30.3966	0.7142	12.8906	5.5183	0.9153	0.6369	136.2901	0.1197	0.8559	0.3505	0.5054	0.0764	16.3598	0.0323	0.161	-0.0027	0.1637
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	465.05	746.200000000001	10.899	12.7652	0.8405	4.9224	3.227	0.6837	0.4811	23.0928	0.0956	0.641	0.2288	0.4122	0.083	3.985	0.0334	0.1462	0.0213	0.1249
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	489.25	748	42.6053	30.2775	0.584	10.9452	6.3849	0.8493	0.7262	127.0805	0.1309	1.096	0.4851	0.6108	0.0696	12.1753	0.0237	0.1246	0.0013	0.1233
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	497.15	749.5	26.2568	20.7555	0.7659	7.2968	5.1816	0.6987	0.7537	82.1483	0.1399	1.0559	0.4739	0.5819	0.0829	9.0316	0.0385	0.1941	-0.0082	0.2024
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	558.75	749.1	26.9999	20.0339	0.8454	7.317	5.3078	0.6101	0.4467	50.9228	0.0571	0.5696	0.3051	0.2645	0.1146	13.0599	0.0401	0.2049	0.0451	0.1598
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	218.65	749.5	31.2109	23.3968	0.7165	9.2324	4.3891	0.8944	0.5884	75.902	0.0954	0.8318	0.3987	0.433	0.0439	5.666	0.031	0.1287	-0.0299	0.1586
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	645.05	752.900000000001	52.2658	31.4554	0.6638	12.5783	6.6978	0.8869	0.9895	213.7227	0.1972	1.448	0.5197	0.9283	0.1676	36.193	0.0517	0.2882	0.0242	0.2639
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	787.55	751.300000000001	15.8531	17.7884	0.6296	7.7598	2.7536	0.9394	0.5224	35.5231	0.1178	0.7662	0.3239	0.4423	0.0808	5.4965	0.0674	0.2129	-0.0508	0.2637
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	540.95	753.1	53.5043	32.1945	0.6487	11.9467	7.2327	0.8627	0.686	148.8688	0.1577	1.1177	0.2962	0.8215	0.1966	42.6729	0.1222	0.6364	-0.0179	0.6542
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	775.35	751.800000000001	25.0182	23.2567	0.5813	8.5576	4.7451	0.8658	0.7819	81.3139	0.1952	1.2079	0.393	0.8148	0.1046	10.8761	0.0564	0.2392	-0.0257	0.2648
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	238.75	752	17.3394	15.7353	0.88	5.9363	4.0535	0.7155	0.5807	45.2916	0.1311	0.8319	0.3141	0.5178	0.06	4.6812	0.0374	0.128	-0.048	0.176
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	762.55	754.700000000001	21.0549	21.9162	0.5509	8.7383	4.2721	0.9105	0.4986	44.377	0.0968	0.6719	0.2154	0.4566	0.1034	9.2066	0.062	0.2287	-0.0655	0.2942
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	291.85	756.300000000001	37.4035	29.1956	0.5514	11.0738	5.9424	0.8809	0.5117	79.8257	0.0917	0.8022	0.3447	0.4575	0.0429	6.6881	0.0188	0.0903	-0.0114	0.1017
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	723.75	754.5	23.2843	20.0873	0.7252	7.802	4.1331	0.8617	0.8422	86.7442	0.1707	1.2083	0.4403	0.7681	0.1868	19.2384	0.1013	0.6567	0.0571	0.5995
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	307.55	755.800000000001	35.1742	28.1378	0.5583	10.7434	4.896	0.9232	0.5529	80.7267	0.0709	0.6858	0.3639	0.322	0.0529	7.7168	0.0275	0.1224	-0.0178	0.1401
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	417.85	757	48.0548	30.2138	0.6615	11.9027	5.8296	0.9078	0.5783	114.5127	0.0916	0.8106	0.3186	0.4919	0.054	10.6962	0.0205	0.1076	-0.022	0.1296
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	742.95	756.1	30.7155	24.6318	0.6362	9.7386	4.2097	0.9176	0.4585	58.6899	0.081	0.6619	0.2646	0.3973	0.0593	7.5864	0.0289	0.1253	-0.0304	0.1558
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	298.95	755	23.0366	19.0404	0.7985	7.0091	4.2377	0.7613	0.5212	49.5161	0.0498	0.6233	0.4047	0.2186	0.0399	3.7886	0.0287	0.116	-0.0254	0.1414
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	441.55	757.6	36.165	26.0597	0.6692	10.8006	5.0054	0.8722	0.7751	117.0405	0.1364	1.0903	0.4372	0.6532	0.0979	14.7857	0.0454	0.2652	-0.0158	0.281
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	470.95	757.1	35.4219	24.6402	0.7331	8.9364	5.6956	0.7967	0.3709	53.7776	0.0788	0.544	0.1827	0.3613	0.0632	9.1569	0.0223	0.1064	0.0102	0.0962
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	659.45	756.300000000001	28.4861	19.9821	0.8965	6.9052	5.598	0.4822	0.6449	75.4487	0.0997	0.869	0.4426	0.4264	0.102	11.9286	0.0482	0.2275	-0.0564	0.2839
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	769.35	756.6	31.7063	23.3414	0.7313	8.6494	5.6641	0.8108	0.6808	89.8693	0.1226	1.0002	0.4095	0.5907	0.1097	14.4826	0.0566	0.263	-0.0362	0.2992
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	484.45	756.700000000001	49.0456	31.9262	0.6047	12.6543	6.106	0.8912	0.6323	126.4608	0.1171	0.8953	0.3886	0.5067	0.0812	16.2406	0.0236	0.1607	0.0177	0.143
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	736.05	756.1	14.8623	14.8713	0.8445	5.2831	3.8344	0.704	0.5925	37.9195	0.1163	0.8306	0.3399	0.4906	0.1068	6.8377	0.0529	0.2156	0.0018	0.2138
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	433.45	757.900000000001	34.431	26.5406	0.6142	9.0504	5.9535	0.8231	0.6132	87.6881	0.0624	0.7285	0.4511	0.2774	0.0741	10.5911	0.0237	0.1235	0.0167	0.1068
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	356.05	757.400000000001	18.0825	15.6263	0.9306	5.8646	4.0946	0.6818	0.4829	36.2153	0.0732	0.6044	0.3262	0.2782	0.063	4.7278	0.0208	0.1116	-0.017	0.1286
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	350.25	758.1	23.0366	19.5923	0.7541	7.7142	4.0454	0.8617	0.5636	53.5398	0.0892	0.8258	0.4319	0.3939	0.081	7.6944	0.0279	0.1591	0.0037	0.1554
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	343.25	761.700000000001	31.4586	26.8353	0.549	11.1598	4.0212	0.9477	0.5161	68.1283	0.0713	0.6379	0.3226	0.3153	0.0422	5.5756	0.0234	0.0988	-0.0201	0.1189
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	373.25	759.5	26.7522	21.0368	0.7596	8.2307	4.3689	0.8512	0.45	49.4988	0.0996	0.6395	0.2437	0.3958	0.074	8.1416	0.0266	0.167	0.02	0.147
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	424.15	760.6	30.9632	23.8113	0.6863	8.2266	5.6273	0.7173	0.5825	75.7197	0.0652	0.7407	0.4264	0.3143	0.0615	7.9973	0.0188	0.1355	-0.0216	0.157
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	611.55	758.800000000001	23.532	18.8354	0.8335	6.7873	4.9643	0.6956	0.6344	62.8018	0.0795	0.8159	0.3952	0.4207	0.0863	8.5396	0.0272	0.1818	0.0337	0.1481
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	838.95	761.6	34.1833	23.6261	0.7696	9.9544	4.2678	0.9105	0.9494	131.9613	0.1938	1.5671	0.569	0.998	0.1151	16.0022	0.0504	0.2331	-0.0638	0.2969
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	832.95	760.1	11.8899	13.2972	0.845	4.9519	3.3888	0.7199	0.6347	34.2724	0.1376	1.0117	0.4371	0.5747	0.0664	3.5869	0.0485	0.1401	-0.1132	0.2532
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	731.95	763.1	41.8622	28.7907	0.6346	10.2764	6.9383	0.6512	0.7885	139.5606	0.1423	1.0796	0.4324	0.6472	0.1205	21.3296	0.0546	0.2343	-0.0155	0.2498
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	566.15	763.6	40.6237	25.119	0.8091	9.1363	6.4923	0.6785	0.6289	104.3951	0.0814	0.7954	0.438	0.3574	0.0783	13	0.03	0.1691	-3e-04	0.1694
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	665.35	761.900000000001	21.3027	16.9795	0.9285	5.8107	4.9568	0.4866	0.6312	56.1791	0.1279	0.8622	0.3376	0.5245	0.1136	10.106	0.0433	0.2186	0.0173	0.2013
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	724.55	763.400000000001	26.7522	22.7838	0.6476	9.3563	4.0065	0.9119	0.6378	70.1595	0.0614	0.8101	0.4375	0.3726	0.0781	8.5898	0.0289	0.1433	0.0027	0.1406
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	617.85	763.800000000001	37.1558	24.3315	0.7887	8.7111	6.208	0.7252	0.7021	107.4226	0.1279	0.982	0.4688	0.5132	0.0837	12.8065	0.0342	0.2095	0.0297	0.1799
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	403.05	764.400000000001	30.9632	25.333	0.6063	9.5401	5.283	0.8863	0.4625	59.2028	0.1149	0.6774	0.2391	0.4383	0.071	9.0891	0.0269	0.1321	0.0205	0.1116
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	643.55	763.700000000001	28.7338	20.8215	0.8329	7.9585	4.4577	0.8205	0.6347	74.8963	0.069	0.7759	0.5013	0.2747	0.0852	10.0563	0.0292	0.1835	0.0355	0.148
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	304.85	765.200000000001	36.4127	24.9584	0.7346	8.6437	5.889	0.7183	0.6072	91.6833	0.1262	1.049	0.3519	0.6972	0.0633	9.5639	0.03	0.1441	-0.039	0.1831
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	717.25	764.300000000001	24.0274	20.6819	0.7059	6.8766	5.6579	0.5981	0.6167	61.0515	0.0827	0.8622	0.4576	0.4046	0.0752	7.4471	0.0431	0.1855	-0.0231	0.2086
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	810.55	767.200000000001	41.3668	30.8216	0.5472	12.314	5.1039	0.9464	0.6352	108.621	0.1205	0.8926	0.388	0.5046	0.1075	18.3753	0.0529	0.2291	-0.0344	0.2635
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	245.85	764.200000000001	18.5779	17.0311	0.8049	5.9558	4.5987	0.582	0.5078	40.1185	0.0771	0.6363	0.3206	0.3157	0.0527	4.1639	0.0215	0.1053	-0.0205	0.1257
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	634.15	765.1	20.5595	18.2278	0.7776	7.0442	4.1248	0.8082	0.5574	49.0541	0.0911	0.7078	0.3563	0.3515	0.0691	6.0797	0.0377	0.1454	-0.0397	0.1851
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	334.25	765.700000000001	22.0458	17.637	0.8906	6.6692	4.2007	0.7556	0.4889	44.9824	0.0851	0.6421	0.2884	0.3538	0.0521	4.7895	0.0279	0.1234	-0.0262	0.1496
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	350.75	766.5	23.2843	20.47	0.6983	8.4154	3.9638	0.8594	0.5657	57.1317	0.097	0.7881	0.4128	0.3753	0.0652	6.5807	0.027	0.1255	0.0096	0.1159
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	710.95	765.800000000001	21.0549	18.2616	0.7934	6.3799	4.8229	0.7246	0.5252	46.2189	0.0634	0.6251	0.3414	0.2838	0.0706	6.2165	0.0266	0.1127	-0.0109	0.1236
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	329.85	771	50.2842	35.7842	0.4935	14.1407	5.4895	0.9435	0.565	116.395	0.1831	0.9523	0.1414	0.8109	0.1128	23.2424	0.0755	0.4146	0.0132	0.4014
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	475.45	768.400000000001	25.0182	20.5917	0.7415	7.9897	4.3757	0.8712	0.426	43.8736	0.1384	0.7662	0.1774	0.5888	0.0614	6.3261	0.0359	0.1441	-0.0225	0.1666
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	795.25	767.6	16.1008	14.9975	0.8995	5.9679	3.6359	0.7784	0.6564	43.9779	0.1511	0.8985	0.2711	0.6274	0.1858	12.4469	0.156	0.5028	-0.0629	0.5657
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	241.75	768.900000000001	33.4402	23.6994	0.7482	9.0535	5.4689	0.7681	0.541	75.742	0.0979	0.7309	0.377	0.3539	0.0489	6.8494	0.0315	0.1302	-0.0197	0.15
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	647.65	768.700000000001	22.5412	18.0503	0.8694	6.9832	4.1329	0.8035	0.5833	55.9924	0.092	0.7158	0.3653	0.3505	0.0726	6.9721	0.0395	0.1524	0.0065	0.1458
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	446.15	770.6	32.4494	23.9085	0.7134	8.0846	6.4947	0.4815	0.5522	75.0939	0.0895	0.7386	0.3279	0.4107	0.066	8.979	0.0322	0.1353	-0.0252	0.1604
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	568.45	770.6	32.6971	26.0559	0.6052	10.0488	5.181	0.8741	0.6116	81.9482	0.0996	0.8443	0.3888	0.4555	0.0712	9.5412	0.0303	0.15	0.0137	0.1363
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	667.45	772.200000000001	37.1558	26.0613	0.6875	9.8632	5.7141	0.8288	0.5419	84.5299	0.1001	0.7608	0.3149	0.4459	0.0853	13.3136	0.0286	0.148	0.0139	0.1341
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	762.25	772.300000000001	40.1283	32.0962	0.4895	10.607	7.281	0.7702	0.6502	104.6816	0.1022	0.8781	0.4414	0.4367	0.1073	17.2732	0.0549	0.2617	-0.0536	0.3153
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	774.95	769.400000000001	20.5595	16.808	0.9145	5.6962	4.9066	0.503	0.5884	52.369	0.1055	0.7619	0.3201	0.4418	0.0962	8.5577	0.0422	0.1969	0.007	0.1899
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	836.45	773.300000000001	40.1283	31.9479	0.4941	14.2021	3.9016	0.9663	0.758	124.3071	0.1638	1.1386	0.4001	0.7384	0.0572	9.3769	0.0333	0.1519	-0.0411	0.193
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	768.65	773.800000000001	35.4219	27.4189	0.5921	10.2164	6.2073	0.8356	0.7713	112.6068	0.1576	1.2048	0.449	0.7557	0.1284	18.7468	0.062	0.2463	-0.0129	0.2591
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	316.05	774	34.6787	24.7863	0.7093	9.9309	5.0392	0.8762	0.6021	84.8954	0.1051	0.7876	0.3916	0.396	0.0605	8.5248	0.021	0.1078	0.0062	0.1017
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	580.75	776.6	123.6049	49.0558	0.6455	16.0316	11.8979	0.7248	0.8668	438.6212	0.1273	1.128	0.5329	0.5952	0.0798	40.4032	0.0444	0.2256	-0.0652	0.2908
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	639.15	771.5	36.9081	27.8824	0.5966	10.1971	5.0782	0.8876	0.6454	100.6861	0.1034	0.8676	0.4401	0.4274	0.0954	14.8787	0.032	0.176	0.0208	0.1552
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	273.05	773.300000000001	54.9906	31.1303	0.7131	11.2755	7.706	0.6621	0.4315	96.6463	0.1064	0.6787	0.1895	0.4892	0.1782	39.9232	0.0777	0.3932	0.0275	0.3657
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	411.75	772.900000000001	24.7705	19.3945	0.8275	6.9911	5.2768	0.5693	0.5077	52.7973	0.082	0.7439	0.3643	0.3796	0.0525	5.4621	0.0239	0.1029	-0.0143	0.1172
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	708.35	773.300000000001	23.7797	17.9616	0.9262	6.3939	5.0827	0.5733	0.7022	70.2235	0.1323	0.953	0.433	0.52	0.1459	14.5921	0.0495	0.2911	0.025	0.2661
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	487.65	775.200000000001	32.4494	23.6968	0.7262	9.5269	4.8201	0.8541	0.67	89.7736	0.1505	0.9618	0.3593	0.6025	0.1143	15.3171	0.038	0.1975	0.0057	0.1918
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	438.95	775.5	19.5687	20.6754	0.5753	6.8074	5.505	0.5801	0.6045	50.7821	0.094	0.815	0.4239	0.3911	0.0746	6.2664	0.0254	0.1382	-0.0031	0.1413
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	557.05	776.900000000001	44.587	27.773	0.7264	10.8599	5.7472	0.8743	0.5817	105.2921	0.0865	0.8163	0.3952	0.4211	0.0654	11.838	0.0377	0.1598	-0.1019	0.2617
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	682.35	775.700000000001	52.0181	29.3244	0.7602	11.0132	6.7012	0.8435	0.6935	144.94	0.1445	1.1493	0.3892	0.7601	0.0906	18.9435	0.0537	0.2859	-0.0564	0.3423
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	827.25	774.6	18.8256	18.2142	0.7131	6.2655	4.8457	0.4728	0.6109	48.2618	0.1113	0.8488	0.3835	0.4653	0.0711	5.6188	0.0284	0.1226	0.0109	0.1117
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	630.35	777.700000000001	29.2292	23.7878	0.6491	9.2143	4.6664	0.8565	0.6342	77.3678	0.1405	0.8884	0.408	0.4804	0.0831	10.1404	0.0362	0.1829	0.0109	0.172
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	738.25	777.800000000001	37.4035	26.6019	0.6642	10.3342	5.6392	0.8795	0.6892	108.1988	0.0948	0.9215	0.47	0.4515	0.0806	12.6502	0.0357	0.2526	-0.0089	0.2615
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	209.45	776.800000000001	22.5412	19.5666	0.7399	7.1114	4.9358	0.7505	0.503	47.7866	0.0555	0.6159	0.3346	0.2814	0.0436	4.1394	0.0203	0.0925	-0.0164	0.1088
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	309.95	778.5	38.1466	25.4132	0.7422	9.3175	6.4163	0.7408	0.5336	85.3768	0.0854	0.7844	0.3371	0.4473	0.0479	7.659	0.0214	0.1068	-0.0022	0.109
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	293.15	777.400000000001	22.0458	19.8424	0.7036	7.1864	4.0954	0.8524	0.4502	41.8671	0.0603	0.6325	0.3179	0.3146	0.1662	15.4528	0.0883	0.3876	0.0082	0.3795
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	354.05	778.1	19.5687	18.7834	0.697	7.3951	4.0668	0.8603	0.517	41.8758	0.0745	0.6973	0.3897	0.3076	0.053	4.2907	0.0303	0.1228	-0.0027	0.1255
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	674.75	777.1	16.5963	19.6048	0.5426	7.6629	4.0142	0.8765	0.5616	41.5582	0.1435	0.8122	0.2802	0.532	0.0857	6.3432	0.0432	0.2183	-0.0073	0.2256
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	724.15	782.400000000001	53.5043	34.6138	0.5612	12.2804	7.3595	0.8091	0.6576	144.0128	0.1264	0.9089	0.3559	0.553	0.0984	21.5571	0.0454	0.2746	0.0086	0.2659
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	609.45	781.800000000001	80.5042	45.7432	0.4835	13.4529	11.5014	0.5506	0.7854	259.9823	0.1623	1.2367	0.4144	0.8224	0.1094	36.2069	0.0558	0.2674	-0.0186	0.286
