Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: Hematoxylin OD mean	Nucleus: Hematoxylin OD sum	Nucleus: Hematoxylin OD std dev	Nucleus: Hematoxylin OD max	Nucleus: Hematoxylin OD min	Nucleus: Hematoxylin OD range	Nucleus: Eosin OD mean	Nucleus: Eosin OD sum	Nucleus: Eosin OD std dev	Nucleus: Eosin OD max	Nucleus: Eosin OD min	Nucleus: Eosin OD range
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	333.65	226.5	16.1008	14.4926	0.9633	5.0695	3.9674	0.5671	0.6154	40.6154	0.1168	0.9155	0.3825	0.5329	0.0569	3.7556	0.0379	0.15	-0.0167	0.1667
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	395.65	227.5	30.22	21.7412	0.8034	7.5891	5.4677	0.6907	0.67	87.1063	0.1286	1.0255	0.4651	0.5604	0.0605	7.8616	0.0415	0.1921	-0.0149	0.207
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	773.25	227.900000000001	28.7338	21.3291	0.7937	7.7995	4.9208	0.801	0.7173	86.7956	0.171	1.1888	0.4064	0.7825	0.1182	14.3044	0.0512	0.2433	-0.0265	0.2698
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	791.15	227.400000000001	34.9264	22.9683	0.832	7.9866	6.424	0.4981	0.7463	111.1956	0.1626	1.0513	0.4282	0.6231	0.1218	18.1428	0.059	0.287	-0.0205	0.3075
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	520.85	227.5	10.4036	12.2063	0.8775	4.6283	2.9101	0.7662	0.6033	27.7514	0.1081	0.774	0.3753	0.3987	0.0679	3.1215	0.0455	0.1825	-0.0192	0.2017
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	828.85	228.400000000001	15.11	15.9078	0.7503	6.2971	3.2912	0.8489	0.8639	57.0206	0.1919	1.2991	0.4924	0.8067	0.0649	4.285	0.0549	0.1709	-0.0909	0.2618
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	346.25	229	40.1283	25.4248	0.7801	9.5104	5.4747	0.8215	0.9036	148.1962	0.135	1.2586	0.6002	0.6584	0.0735	12.0579	0.0384	0.2068	-0.0643	0.2711
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	355.15	229.200000000001	35.4219	24.8647	0.72	10.1148	5.3646	0.848	0.6666	96.6545	0.1036	0.9242	0.3764	0.5479	0.0608	8.8108	0.0316	0.1371	-0.0436	0.1807
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	434.15	228.700000000001	26.5045	20.5472	0.7889	7.6952	5.3433	0.6811	0.5299	59.8803	0.0626	0.7093	0.3667	0.3426	0.0463	5.2351	0.0245	0.1182	-0.0102	0.1284
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	507.25	228.300000000001	23.0366	18.9827	0.8034	7.0514	4.6306	0.7878	0.4876	48.2719	0.0821	0.6455	0.3222	0.3233	0.0561	5.5578	0.0263	0.1341	-0.0272	0.1613
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	612.25	230.300000000001	25.0182	23.562	0.5663	10.2483	3.8143	0.9471	0.6466	65.9493	0.109	0.8612	0.4367	0.4244	0.0891	9.0844	0.0593	0.2299	-0.0418	0.2717
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	300.35	229.800000000001	23.532	19.0506	0.8148	6.8643	4.3478	0.7581	0.5862	59.2109	0.0881	0.8147	0.4427	0.372	0.0473	4.7812	0.025	0.1132	-0.0073	0.1205
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	624.05	229.700000000001	13.3761	14.1814	0.8358	5.6443	3.3035	0.8289	0.6717	38.959	0.1313	0.8993	0.3847	0.5146	0.1129	6.5456	0.0569	0.2501	0.0094	0.2406
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	780.25	230.1	17.0917	16.4793	0.7909	6.4776	3.4228	0.8346	0.5639	40.598	0.1358	0.8475	0.3027	0.5448	0.1025	7.3825	0.0587	0.2597	0.0093	0.2504
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	294.65	230.900000000001	27.9907	20.5081	0.8363	6.9506	5.3706	0.5931	0.6739	76.8242	0.0847	0.9141	0.4927	0.4214	0.0475	5.4105	0.0253	0.0902	-0.0314	0.1216
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	483.25	230.6	24.5228	18.9418	0.8589	6.1548	5.6434	0.2756	0.6005	61.2558	0.1369	0.9375	0.3269	0.6106	0.0759	7.7437	0.0317	0.1831	-0.0075	0.1905
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	589.65	229.800000000001	12.633	13.0757	0.9285	4.6293	3.4329	0.6956	0.5324	28.7484	0.0608	0.6405	0.3603	0.2802	0.0805	4.3458	0.0313	0.1473	0.0232	0.1241
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	718.45	232.5	33.6879	25.5414	0.6489	9.8161	5.1466	0.8649	0.6539	92.1967	0.1054	0.8509	0.4144	0.4365	0.1076	15.177	0.0545	0.2257	-0.0567	0.2824
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	460.05	232.900000000001	43.5961	31.9467	0.5368	13.1516	4.7247	0.9474	0.6498	115.669	0.1352	0.8715	0.348	0.5235	0.0614	10.929	0.0345	0.1483	-0.0182	0.1665
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	331.25	231.700000000001	20.0641	17.5938	0.8145	6.1976	4.3584	0.7294	0.7302	61.3368	0.1237	0.9891	0.4225	0.5666	0.0627	5.2675	0.0267	0.1101	-0.0138	0.1239
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	700.35	234.200000000001	32.6971	24.7535	0.6706	8.9763	6.0704	0.7105	0.5674	77.1609	0.0987	0.7755	0.3187	0.4568	0.0986	13.4048	0.0643	0.2183	-0.0635	0.2818
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	748.75	234.700000000001	46.8163	29.9825	0.6544	10.1277	6.9033	0.7316	0.6981	131.9435	0.1345	0.9708	0.3253	0.6454	0.0941	17.7821	0.0478	0.2892	-0.0087	0.2979
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	760.55	231.1	9.9082	11.8879	0.881	4.4647	2.6858	0.784	0.6371	27.3966	0.1148	0.9003	0.3511	0.5492	0.1249	5.3704	0.0663	0.2547	-0.0044	0.2592
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	816.55	231.700000000001	16.1008	15.596	0.8318	5.8548	3.78	0.7475	0.5376	35.4817	0.0871	0.7365	0.3873	0.3491	0.09	5.9404	0.052	0.2046	-0.0224	0.227
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	429.95	233.800000000001	22.7889	19.7735	0.7324	7.5891	4.2153	0.8621	0.6279	59.6479	0.087	0.7965	0.4822	0.3143	0.0499	4.7431	0.0387	0.1152	-0.0656	0.1807
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	470.75	233.1	27.4953	21.1335	0.7736	7.2652	5.6274	0.6138	0.6585	75.0708	0.0687	0.7982	0.436	0.3622	0.081	9.239	0.0315	0.1931	0.0222	0.1709
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	619.05	233	13.6238	15.0184	0.759	6.0452	2.8588	0.8724	0.5933	34.4101	0.086	0.7388	0.393	0.3458	0.0693	4.0193	0.0469	0.2233	-0.0178	0.2411
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	834.85	233.5	28.7338	19.8104	0.9201	6.9478	5.5645	0.5445	0.7188	86.9784	0.1244	0.9583	0.4668	0.4915	0.0547	6.6206	0.0275	0.1182	-0.0375	0.1556
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	692.55	234.6	30.22	21.6774	0.8081	9.0243	4.4412	0.8668	0.4853	59.2073	0.0538	0.6124	0.3661	0.2463	0.0508	6.1966	0.0257	0.1153	-0.0062	0.1215
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	794.15	233.300000000001	22.2935	19.6146	0.7282	6.8451	4.8708	0.6789	0.5188	47.7317	0.1221	0.8013	0.2477	0.5536	0.0832	7.6588	0.0454	0.1711	-0.0549	0.226
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	288.95	233.800000000001	13.6238	14.5856	0.8048	5.0429	3.918	0.6425	0.6862	39.8018	0.06	0.8304	0.5744	0.256	0.0208	1.2083	0.015	0.0657	-0.0073	0.073
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	340.25	233.800000000001	29.7246	21.8451	0.7827	8.2925	4.8678	0.7983	0.7953	99.4097	0.0964	1.0397	0.5885	0.4512	0.0763	9.5371	0.0312	0.1354	-0.0085	0.1439
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	407.95	234.800000000001	24.5228	18.8711	0.8653	7.3439	4.1747	0.8355	0.4497	45.4166	0.0971	0.6529	0.2357	0.4173	0.0696	7.0253	0.0244	0.1356	0.0219	0.1137
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	729.15	235.200000000001	60.9355	38.1685	0.5256	14.2688	7.7477	0.8588	0.5973	151.1165	0.1139	0.9194	0.3301	0.5894	0.0885	22.3889	0.0423	0.2409	-0.0707	0.3117
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	742.05	234	11.3944	11.9903	0.996	4.1754	3.4136	0.5392	0.5228	24.0481	0.1262	0.6366	0.1835	0.4531	0.1659	7.6326	0.1326	0.5	0.0442	0.4558
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	592.15	234.6	13.6238	13.7244	0.9089	5.0743	3.7017	0.6602	0.553	32.0719	0.1117	0.7317	0.3193	0.4125	0.1021	5.9217	0.0352	0.1732	0.0135	0.1597
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	812.65	236.800000000001	32.4494	24.6476	0.6712	9.2761	5.8272	0.7595	0.8043	107.7711	0.1462	1.1411	0.5413	0.5998	0.1128	15.1127	0.0556	0.2342	0.0024	0.2317
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	399.75	237.400000000001	45.0824	31.1868	0.5825	10.6923	7.9833	0.6857	0.5744	106.8418	0.0993	0.9137	0.3904	0.5233	0.0479	8.9096	0.0305	0.1153	-0.0481	0.1633
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	491.65	238.900000000001	75.0547	45.31	0.4594	14.7716	9.7627	0.6998	0.5144	156.3874	0.0833	0.727	0.2905	0.4365	0.0588	17.8731	0.0242	0.1113	-0.0187	0.13
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	755.75	237.5	24.0274	21.2591	0.6681	8.397	4.5906	0.8429	0.6795	67.9451	0.103	0.8529	0.4057	0.4472	0.1099	10.9931	0.0455	0.2294	0.018	0.2114
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	540.05	238.6	30.9632	22.8151	0.7475	9.09	4.4982	0.8747	0.6087	76.7022	0.1722	0.9833	0.3584	0.6249	0.1995	25.1401	0.0762	0.4358	0.0476	0.3883
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	463.35	240.700000000001	46.5686	30.8219	0.616	12.5045	6.4085	0.8978	0.6238	121.6423	0.069	0.7716	0.3561	0.4155	0.059	11.5021	0.017	0.0989	0.01	0.0889
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	760.65	236.800000000001	11.8899	12.4644	0.9617	4.4135	3.5969	0.5112	0.529	26.4505	0.1001	0.7109	0.3567	0.3542	0.0963	4.8157	0.0346	0.2032	0.004	0.1992
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	284.65	237.5	11.6421	12.0279	1	3.955	3.683	0.3487	0.7123	35.617	0.0739	0.8895	0.5795	0.31	0.0241	1.2056	0.0473	0.1089	-0.0748	0.1837
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	805.55	238.300000000001	23.7797	20.4268	0.7162	7.6822	4.685	0.817	0.8185	81.8543	0.1466	1.1448	0.5079	0.6368	0.1482	14.8165	0.0815	0.3603	-0.0117	0.372
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	320.25	239.300000000001	18.8256	18.1125	0.7211	6.6426	4.2352	0.8135	0.662	52.9605	0.1327	0.9211	0.4194	0.5017	0.0592	4.7364	0.0338	0.1592	-0.0204	0.1796
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	422.75	244.400000000001	73.8162	45.1601	0.4548	15.5126	9.3705	0.8201	0.6721	204.3063	0.0982	0.9208	0.4085	0.5123	0.0745	22.6539	0.0321	0.1632	-0.0224	0.1856
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	474.75	241.300000000001	34.1833	22.5185	0.8471	7.6442	6.7268	0.4145	0.6791	95.0684	0.122	0.9688	0.3726	0.5962	0.0861	12.0474	0.0424	0.2276	-0.0118	0.2394
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	520.45	244	50.7796	33.1095	0.5821	12.046	7.3669	0.7699	0.671	142.2567	0.117	0.9687	0.3893	0.5794	0.0977	20.7186	0.0353	0.1828	-0.0032	0.186
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	510.95	241.6	27.9907	21.6541	0.7501	8.6628	4.3965	0.8772	0.4277	50.471	0.1109	0.6223	0.1869	0.4354	0.0523	6.1735	0.0259	0.1147	-0.0062	0.1209
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	225.95	242	40.376	24.5575	0.8413	8.8345	6.5306	0.6105	0.612	102.209	0.1056	0.8509	0.3924	0.4585	0.0582	9.7222	0.0179	0.1047	0.0052	0.0995
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	287.85	240.700000000001	9.1651	13.5153	0.6305	5.3985	2.719	0.8615	0.6841	29.4151	0.0552	0.7799	0.5875	0.1924	0.0252	1.0838	0.0142	0.0657	-0.0107	0.0764
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	293.35	241.400000000001	24.2751	19.7517	0.7819	6.4701	5.3212	0.4983	0.6323	65.1246	0.0784	0.7609	0.4868	0.2741	0.0326	3.3551	0.0198	0.0884	-0.0115	0.0999
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	335.55	241.400000000001	30.22	22.7927	0.731	7.6977	6.263	0.4619	0.8239	103.8137	0.1332	1.1348	0.4955	0.6393	0.0767	9.6589	0.042	0.1784	-0.0224	0.2008
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	704.45	241.6	39.3851	28.54	0.6076	10.7034	6.7412	0.8105	0.7063	116.5413	0.1687	1.2147	0.3126	0.9021	0.104	17.1589	0.0637	0.2675	-0.0116	0.279
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	712.55	240.5	15.8531	15.8335	0.7946	5.7186	3.8614	0.7947	0.6222	41.6857	0.1017	0.8055	0.3748	0.4307	0.0977	6.5474	0.0408	0.1856	0.0078	0.1779
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	255.15	243.300000000001	49.0456	28.7894	0.7436	10.3062	7.2135	0.7055	0.5775	115.5091	0.0844	0.804	0.3858	0.4182	0.056	11.1933	0.0242	0.1281	0.0059	0.1222
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	277.05	244.5	104.2839	43.5696	0.6903	15.3498	11.0899	0.6667	0.866	363.7342	0.1116	1.1295	0.5128	0.6167	0.0681	28.5874	0.0325	0.1965	-0.0293	0.2258
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	454.25	249.300000000001	76.0455	50.3725	0.3766	20.416	7.2348	0.9564	0.7082	220.9695	0.1433	1.0342	0.3844	0.6498	0.0755	23.5702	0.0395	0.1761	-0.0546	0.2306
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	596.35	242.1	20.8072	17.9211	0.8141	6.6806	4.2567	0.7407	0.7151	63.6412	0.1587	1.0446	0.4486	0.596	0.106	9.4332	0.0592	0.2514	-0.0358	0.2872
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	685.85	243.1	34.1833	23.4818	0.779	8.729	5.4035	0.8147	0.7423	102.4334	0.1614	1.0861	0.4314	0.6548	0.1275	17.5957	0.0607	0.2615	-0.0107	0.2722
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	341.85	243.6	38.642	27.104	0.661	10.4977	5.7719	0.8935	0.6864	108.4578	0.1354	0.9939	0.3985	0.5954	0.0671	10.5988	0.0293	0.1428	-0.0289	0.1717
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	664.45	241.6	15.8531	14.5469	0.9414	5.4835	3.896	0.666	0.5194	34.7965	0.0973	0.6914	0.3257	0.3657	0.1392	9.3293	0.0815	0.3792	0.0519	0.3273
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	834.15	242.700000000001	24.0274	18.9884	0.8374	7.3425	4.4551	0.8133	0.6774	68.4215	0.1624	0.9981	0.3882	0.6099	0.037	3.7368	0.0393	0.1257	-0.0644	0.1901
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	603.45	242.900000000001	20.8072	18.1201	0.7964	6.9493	3.9634	0.847	0.6005	51.6407	0.1102	0.8894	0.3671	0.5222	0.1425	12.259	0.0416	0.2917	0.0585	0.2333
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	325.35	243.1	22.0458	18.508	0.8088	6.2477	4.8483	0.5942	0.8618	74.98	0.1258	1.2551	0.6311	0.624	0.0544	4.7302	0.0324	0.1661	-0.0646	0.2307
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	374.65	244.800000000001	41.6145	25.7801	0.7868	9.3227	5.8538	0.776	0.6425	109.2237	0.1033	0.8907	0.4627	0.4281	0.0594	10.1018	0.0288	0.1795	-0.0256	0.2051
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	828.65	242.5	16.844	15.2567	0.9094	5.1938	4.1848	0.5741	0.6165	43.7739	0.0861	0.7729	0.4528	0.3201	0.0557	3.9512	0.0245	0.1149	0.0011	0.1139
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	398.55	244	13.6238	13.8444	0.8932	5.0496	3.523	0.62	0.715	41.4712	0.0987	0.9584	0.5497	0.4087	0.064	3.7093	0.0278	0.1101	0.013	0.0971
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	407.95	244.800000000001	17.3394	17.0812	0.7468	7.185	3.3622	0.8604	0.4898	36.2455	0.0935	0.6907	0.324	0.3667	0.0635	4.6967	0.0206	0.1088	-9e-04	0.1097
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	781.85	245.200000000001	20.3118	18.0849	0.7804	6.3577	4.909	0.5562	0.8956	77.9145	0.242	1.3222	0.4056	0.9165	0.1482	12.891	0.1072	0.4459	-0.0659	0.5118
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	749.85	247	46.3209	29.01	0.6917	10.8481	6.0649	0.8462	0.6584	125.7611	0.1182	0.8788	0.3512	0.5276	0.0934	17.847	0.0448	0.2305	-0.0242	0.2547
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	501.35	245.700000000001	21.3027	17.2901	0.8955	6.3432	4.2263	0.689	0.4492	40.4251	0.0645	0.5792	0.3021	0.2771	0.0744	6.699	0.0289	0.1476	0.0121	0.1355
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	549.55	248.5	52.0181	30.1653	0.7184	11.8617	5.6531	0.9041	0.4767	101.056	0.1062	0.6944	0.2338	0.4606	0.0646	13.699	0.0302	0.1225	-0.0236	0.1461
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	565.05	250.400000000001	62.6694	39.4726	0.5054	16.0611	6.3943	0.9315	0.6564	166.06	0.1632	0.9831	0.2683	0.7149	0.0999	25.2633	0.0497	0.2278	-0.0489	0.2768
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	583.45	245.900000000001	18.8256	17.2141	0.7983	6.322	4.1901	0.7805	0.5266	41.0713	0.1116	0.7365	0.2916	0.4449	0.0755	5.8868	0.0395	0.1718	-0.0112	0.1829
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	805.15	250.1	43.8438	35.1223	0.4466	14.0283	5.1351	0.9564	0.7069	129.3716	0.1771	1.1263	0.4099	0.7164	0.128	23.4275	0.0734	0.3703	-0.0551	0.4255
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	824.45	245.200000000001	14.6146	14.5199	0.8711	5.307	3.7378	0.5969	0.6171	38.2601	0.1497	0.9236	0.3556	0.568	0.0419	2.5951	0.0336	0.1336	-0.0193	0.1529
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	494.25	248.5	34.6787	24.3047	0.7377	9.3823	4.8432	0.8662	0.5778	83.201	0.0823	0.706	0.3708	0.3352	0.0717	10.3217	0.0268	0.1272	0.0166	0.1105
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	714.65	246	14.8623	14.9747	0.8329	6.0357	3.5745	0.7699	0.5141	33.9279	0.0724	0.6838	0.353	0.3307	0.0882	5.8201	0.0355	0.1758	-0.0062	0.182
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	728.45	247.400000000001	19.5687	18.8371	0.693	8.0645	3.0729	0.9268	0.503	41.2423	0.0972	0.6789	0.31	0.3689	0.0887	7.271	0.0407	0.1545	-0.0259	0.1803
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	317.15	251.900000000001	97.8436	41.5041	0.7138	14.5144	10.1476	0.6146	0.8548	335.0974	0.1297	1.1634	0.5151	0.6483	0.0583	22.8564	0.0339	0.146	-0.0216	0.1675
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	658.25	246.6	17.3394	17.0523	0.7493	6.4986	3.4753	0.8565	0.5336	40.0172	0.0969	0.6926	0.3502	0.3424	0.0633	4.7443	0.0444	0.1559	-0.0479	0.2038
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	436.75	248.800000000001	25.5136	20.0732	0.7957	6.6259	5.5897	0.3824	0.555	58.825	0.0999	0.7567	0.3792	0.3776	0.0602	6.3814	0.0288	0.1296	-0.0143	0.1439
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	628.95	248.5	33.9356	25.0262	0.6809	9.5791	4.7543	0.9019	0.5759	79.4697	0.1235	0.9765	0.3863	0.5901	0.1665	22.98	0.063	0.3206	0.0091	0.3115
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	395.05	248.6	18.5779	16.8639	0.8209	6.3699	4.4074	0.7243	0.6175	47.5484	0.1252	0.8873	0.3525	0.5348	0.0587	4.5203	0.0226	0.1015	0.0085	0.093
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	598.65	249.900000000001	35.4219	23.5409	0.8032	8.9937	5.3259	0.8355	0.6833	99.7626	0.1215	0.9118	0.3728	0.5391	0.1114	16.2628	0.0482	0.24	-0.0107	0.2507
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	647.55	249.800000000001	23.7797	23.3215	0.5494	9.0741	3.9301	0.9248	0.5852	59.1057	0.1532	0.9966	0.294	0.7026	0.1116	11.2679	0.0705	0.3098	-0.0134	0.3232
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	672.25	247.900000000001	18.3302	17.0479	0.7926	6.2173	4.2672	0.7695	0.5728	44.6764	0.1017	0.7606	0.3912	0.3694	0.0609	4.7481	0.0346	0.1347	-0.0287	0.1634
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	327.15	248.1	24.5228	22.2048	0.625	8.5634	4.7916	0.8775	0.6923	69.2345	0.1194	0.9313	0.4455	0.4858	0.0564	5.6433	0.029	0.1263	-0.0323	0.1586
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	402.15	249.300000000001	26.0091	22.2148	0.6623	7.1093	6.1867	0.4915	0.5274	58.5411	0.0802	0.7127	0.348	0.3648	0.0529	5.8702	0.0227	0.1019	-0.0286	0.1305
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	364.55	251.400000000001	26.0091	22.6175	0.6389	9.7692	3.5002	0.9326	0.596	66.755	0.0999	0.7958	0.3923	0.4035	0.0568	6.3574	0.0312	0.1579	-0.005	0.1629
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	381.55	250.5	35.6696	24.1714	0.7672	8.202	6.775	0.4308	0.6228	91.5504	0.1171	0.8861	0.3197	0.5664	0.0674	9.9126	0.033	0.1571	0.0132	0.1439
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	723.65	250	19.0733	16.1331	0.9209	5.3937	4.7392	0.1742	0.5602	45.3758	0.0749	0.804	0.4245	0.3796	0.0615	4.9849	0.0364	0.1402	-0.0443	0.1845
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	760.75	252.700000000001	39.8806	29.671	0.5693	12.9228	4.3329	0.9485	0.6774	111.7694	0.1512	1.121	0.4374	0.6836	0.1219	20.1212	0.0667	0.372	0.0055	0.3665
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	474.75	251.6	45.0824	27.7752	0.7343	9.631	6.398	0.7662	0.6639	124.1496	0.1108	0.9758	0.4116	0.5642	0.076	14.2118	0.0481	0.2837	-0.0307	0.3144
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	535.95	252.400000000001	60.1924	35.1054	0.6138	10.7908	9.4938	0.6008	0.6848	166.4027	0.1936	1.3106	0.3173	0.9934	0.0836	20.3126	0.0526	0.2216	-0.0064	0.228
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	681.25	249.900000000001	26.7522	20.7568	0.7803	7.8895	4.9474	0.7567	0.892	100.7994	0.1691	1.2948	0.5266	0.7682	0.1476	16.6819	0.07	0.2874	-0.0114	0.2988
6069-20-H 2 CD34.svs	Negative	Negative	PathAnnotationObject	Polygon	282.85	251.1	16.844	17.389	0.7	6.7623	3.4376	0.8887	0.6144	45.4674	0.0652	0.7526	0.4702	0.2823	0.0417	3.0841	0.019	0.0768	-5e-04	0.0774
